TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,HASH
,404,pretty-betty,pretty betty,Betty is very proud of her beauty and does not hesitate to flaunt it.,Female,hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride;,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,6a104f900d7e8e8b4dc0866db98a48f0796824025cb707c16cd395f56219d9a1
,405,lola-medusa,lola medusa,Lola is the head maketer at her firm and she is the best at negotiating.,Female,hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism;,32ec57f7-8272-4671-ad2d-db3dff99fe9f,c5d9410f25e9269c9db9284773acf8c4469488806b6cc3d2c36bcf4606f18eb3
,406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,Female,hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination;,59d19b13-09e2-412e-a669-df020e03ae10,bf36d4114985bb16241ddb868975f9b49a66b29c29cfbd1a35ce43e12ad9453a
,407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,Female,hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy;,d08af477-de20-4780-8449-46b87840b9fa,d83a0db7908f44c3904f2bc61066b8344ee10dcffc61c7dc84fca9406a560ba7
,408,afro-star,afro star,Bimbo is an afro star with great affluence.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive;,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,4d7ef33d79cdd5b890bd47bcb4bf7c018f4013fb2b10c4e49193ebca813ef232
,409,fiesty-sandra,fiesty sandra,Sandra is a social animal; correct owambe ambassador.,Female,hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span;,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,6353ee7f6898dddd9d499661f402e37ae69f1b43bb2785aeaa822a1937353df0
,410,sister-nkechi-sabi,sister nkechi sabi,Nkechi is the true definition of amebo; always in peoples business.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet;,a728a380-1d33-4080-841d-80b041474d8f,3b2e59dd8783c9c5343dff7bfa4732528b5e55467a3b3830ede599f302ac6bea
,411,unfriendly-gina,unfriendly gina,Gina is an angry one; she has no friends but has a lot of money.,Female,hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace;,dd30a327-8a74-40a5-8207-19a790508ccc,2c02388486354a8670142c1119a7ce79709ddbf5a9f69d264c230fcdd32330e2
,412,dada-ganster,dada ganster,Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.,Female,hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive;,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,bac758cebb86c5db55622c475494559d6819644038271fa667773609227211ae
,413,idoncare-linda,idoncare linda,Linda is a carefree woman that pays little attention to whatever is happening round her.,Female,hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right;,ed04b47c-ae98-4db2-b71b-04d7bb976d45,6110344f14f5ab18ecebc5577337402c858d18dc8a6ea33b6cedbafd3941e747
,414,doubting-vivian,doubting vivian,Vivian just like the thomas in the bible; she doubts all.,Female,hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues;,a0282797-44ef-4bfb-a701-e4ed5e727d63,ef999d4a97b8985767ecd9cf1e1804a829ffe09bc65b7e520614720c7ee701d0
,415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,Female,hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn;,1f99104c-e98b-4c9a-9891-00a481e86008,04b614518d1ca1f81a9bbf8b2ebfbe2b742b3dbb5e896a6fb47ee709cd50c12a
,416,bambi-tekno,bambi tekno,Bambi is the dancer of the team; anytime she hears a beat shes on her feet.,Female,hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastination;,95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,f71c0fbe6667874e88817a62331dd3475c69485c5c127e58523d287cf81578b0
,417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,Male,hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn;,bd98f74f-e42e-494e-8298-3183555ca666,8b85d5bae76469ee104dd41cf94b421a0213fe4f9ae5d0bf844bd1ea2282537e
,418,king-of-boys,king of boys,Busayo has her way of convincing people to do things her way.,Female,hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: always inconsiderate;,a650e79c-f964-4eb1-aa89-f9c1dbdede76,96eed44e12a3b2fa026581f2647ba62ce7ba00f310ddc996de1446899ac87c19
,419,funky-alte-pop,funky alte pop,Funke is always the life of every party; strong gen z advocate.,Female,hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish;,b6753a8b-6127-4e97-812b-99e465791ba3,afcc9edac125d4652d464a2708f92565185c2a4799d7d97e8e667be8798944cb
,420,madame-ngozi,madame ngozi,Ngozi make heads turn with her beautiful collection of materials from all over Africa.,Female,hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride;,7ecdbb1d-9a89-4136-b240-499051836979,4b84c9206a2ff6022a91d12882157634126008f248d8c3b01aa2586fbdb416f5
